Date,Load,Zone
6/6/2023 21:00,1059.0947,GENESE
6/6/2023 21:00,1028.4528,HUD VL
6/6/2023 21:00,2237.8683,LONGIL
6/6/2023 21:00,779.3572,MHK VL
6/6/2023 21:00,293.749,MILLWD
6/6/2023 21:00,5420.8108,N.Y.C.
6/6/2023 21:00,589.0243,NORTH
6/6/2023 21:00,1663.4065,WEST
6/7/2023 0:00,1083.583,CAPITL
6/7/2023 0:00,1358.6704,CENTRL
6/7/2023 0:00,474.2485,DUNWOD
6/7/2023 0:00,862.2388,GENESE
6/7/2023 0:00,810.785,HUD VL
6/7/2023 0:00,1716.5049,LONGIL
6/7/2023 0:00,637.437,MHK VL
6/7/2023 0:00,218.4213,MILLWD
6/7/2023 0:00,4440.2863,N.Y.C.
6/7/2023 0:00,567.6968,NORTH
6/7/2023 0:00,1413.18,WEST
6/7/2023 1:00,1058.4183,CAPITL
6/7/2023 1:00,1316.2342,CENTRL
6/7/2023 1:00,455.3773,DUNWOD
6/7/2023 1:00,832.4261,GENESE
6/7/2023 1:00,782.5218,HUD VL
6/7/2023 1:00,1634.4274,LONGIL
6/7/2023 1:00,619.7736,MHK VL
6/7/2023 1:00,209.9729,MILLWD
6/7/2023 1:00,4227.7589,N.Y.C.
6/7/2023 1:00,563.4093,NORTH
6/7/2023 1:00,1381.4988,WEST
6/7/2023 2:00,1040.7631,CAPITL
6/7/2023 2:00,1279.9591,CENTRL
6/7/2023 2:00,439.887,DUNWOD
6/7/2023 2:00,814.537,GENESE
6/7/2023 2:00,754.7008,HUD VL
6/7/2023 2:00,1585.6824,LONGIL
6/7/2023 2:00,606.8657,MHK VL
6/7/2023 2:00,204.204,MILLWD
6/7/2023 2:00,4083.2709,N.Y.C.
6/7/2023 2:00,552.5699,NORTH
6/7/2023 2:00,1360.534,WEST
6/7/2023 3:00,1039.5536,CAPITL
6/7/2023 3:00,1275.0255,CENTRL
6/7/2023 3:00,428.8937,DUNWOD
6/7/2023 3:00,807.0975,GENESE
6/7/2023 3:00,745.2424,HUD VL
6/7/2023 3:00,1561.458,LONGIL
6/7/2023 3:00,604.4208,MHK VL
6/7/2023 3:00,201.8285,MILLWD
6/7/2023 3:00,3991.8789,N.Y.C.
6/7/2023 3:00,555.847,NORTH
6/7/2023 3:00,1351.2582,WEST
6/7/2023 4:00,1053.8206,CAPITL
6/7/2023 4:00,1302.9091,CENTRL
6/7/2023 4:00,431.3071,DUNWOD
6/7/2023 4:00,819.4957,GENESE
6/7/2023 4:00,751.1028,HUD VL
6/7/2023 4:00,1584.6349,LONGIL
6/7/2023 4:00,620.3575,MHK VL
6/7/2023 4:00,204.6472,MILLWD
6/7/2023 4:00,3981.3072,N.Y.C.
6/7/2023 4:00,566.364,NORTH
6/7/2023 4:00,1361.4707,WEST
6/7/2023 5:00,1095.1192,CAPITL
6/7/2023 5:00,1370.2409,CENTRL
6/7/2023 5:00,446.0614,DUNWOD
6/7/2023 5:00,863.141,GENESE
6/7/2023 5:00,779.1169,HUD VL
6/7/2023 5:00,1652.4796,LONGIL
6/7/2023 5:00,661.3673,MHK VL
6/7/2023 5:00,214.9677,MILLWD
6/7/2023 5:00,4123.3365,N.Y.C.
6/7/2023 5:00,577.3986,NORTH
6/7/2023 5:00,1407.7877,WEST
6/7/2023 6:00,1177.79,CAPITL
6/7/2023 6:00,1488.8046,CENTRL
6/7/2023 6:00,490.6309,DUNWOD
6/7/2023 6:00,925.3359,GENESE
6/7/2023 6:00,829.4016,HUD VL
6/7/2023 6:00,1761.3319,LONGIL
6/7/2023 6:00,729.1159,MHK VL
6/7/2023 6:00,239.7612,MILLWD
6/7/2023 6:00,4504.153,N.Y.C.
6/7/2023 6:00,597.0616,NORTH
6/7/2023 6:00,1484.551,WEST
6/7/2023 7:00,1228.967,CAPITL
6/7/2023 7:00,1592.6057,CENTRL
6/7/2023 7:00,530.3742,DUNWOD
6/7/2023 7:00,984.543,GENESE
6/7/2023 7:00,861.4564,HUD VL
6/7/2023 7:00,1859.6445,LONGIL
6/7/2023 7:00,753.5733,MHK VL
6/7/2023 7:00,250.4524,MILLWD
6/7/2023 7:00,4933.3146,N.Y.C.
6/7/2023 7:00,604.7552,NORTH
6/7/2023 7:00,1567.5077,WEST
6/7/2023 8:00,1207.8336,CAPITL
6/7/2023 8:00,1612.1679,CENTRL
6/7/2023 8:00,549.6057,DUNWOD
6/7/2023 8:00,994.7665,GENESE
6/7/2023 8:00,856.6811,HUD VL
6/7/2023 8:00,1902.5094,LONGIL
6/7/2023 8:00,721.67,MHK VL
6/7/2023 8:00,258.4269,MILLWD
6/7/2023 8:00,5285.6161,N.Y.C.
6/7/2023 8:00,607.1566,NORTH
6/7/2023 8:00,1609.6384,WEST
6/7/2023 9:00,1151.022,CAPITL
6/7/2023 9:00,1592.2241,CENTRL
6/7/2023 9:00,563.4582,DUNWOD
6/7/2023 9:00,982.2761,GENESE
6/7/2023 9:00,832.3243,HUD VL
6/7/2023 9:00,1889.1839,LONGIL
6/7/2023 9:00,682.2518,MHK VL
6/7/2023 9:00,258.7526,MILLWD
6/7/2023 9:00,5498.7866,N.Y.C.
6/7/2023 9:00,602.9889,NORTH
6/7/2023 9:00,1615.3151,WEST
6/7/2023 10:00,1117.7434,CAPITL
6/7/2023 10:00,1536.3708,CENTRL
6/7/2023 10:00,576.6518,DUNWOD
6/7/2023 10:00,963.7903,GENESE
6/7/2023 10:00,856.8142,HUD VL
6/7/2023 10:00,1888.8603,LONGIL
6/7/2023 10:00,652.1431,MHK VL
6/7/2023 10:00,256.1071,MILLWD
6/7/2023 10:00,5621.0542,N.Y.C.
6/7/2023 10:00,597.4454,NORTH
6/7/2023 10:00,1659.1495,WEST
6/7/2023 11:00,1176.5563,CAPITL
6/7/2023 11:00,1478.7025,CENTRL
6/7/2023 11:00,600.3221,DUNWOD
6/7/2023 11:00,917.4577,GENESE
6/7/2023 11:00,911.1874,HUD VL
6/7/2023 11:00,1890.1089,LONGIL
6/7/2023 11:00,638.4465,MHK VL
6/7/2023 11:00,258.0988,MILLWD
6/7/2023 11:00,5725.8524,N.Y.C.
6/7/2023 11:00,582.9905,NORTH
6/7/2023 11:00,1653.1811,WEST
6/7/2023 12:00,1211.4021,CAPITL
6/7/2023 12:00,1436.6068,CENTRL
6/7/2023 12:00,616.3026,DUNWOD
6/7/2023 12:00,873.8762,GENESE
6/7/2023 12:00,910.9321,HUD VL
6/7/2023 12:00,1966.2603,LONGIL
6/7/2023 12:00,659.566,MHK VL
6/7/2023 12:00,268.9604,MILLWD
6/7/2023 12:00,5809.5496,N.Y.C.
6/7/2023 12:00,576.3607,NORTH
6/7/2023 12:00,1635.2935,WEST
6/7/2023 13:00,1197.5337,CAPITL
6/7/2023 13:00,1410.7943,CENTRL
6/7/2023 13:00,642.8538,DUNWOD
6/7/2023 13:00,857.7391,GENESE
6/7/2023 13:00,889.8396,HUD VL
6/7/2023 13:00,2084.1905,LONGIL
6/7/2023 13:00,684.4489,MHK VL
6/7/2023 13:00,266.8555,MILLWD
6/7/2023 13:00,5803.9454,N.Y.C.
6/7/2023 13:00,583.645,NORTH
6/7/2023 13:00,1648.1755,WEST
6/7/2023 14:00,1209.0662,CAPITL
6/7/2023 14:00,1390.2465,CENTRL
6/7/2023 14:00,639.8448,DUNWOD
6/7/2023 14:00,852.2844,GENESE
6/7/2023 14:00,885.0674,HUD VL
6/7/2023 14:00,2276.1116,LONGIL
6/7/2023 14:00,714.9791,MHK VL
6/7/2023 14:00,267.4083,MILLWD
6/7/2023 14:00,5806.3326,N.Y.C.
6/7/2023 14:00,579.245,NORTH
6/7/2023 14:00,1641.117,WEST
6/7/2023 15:00,1246.5369,CAPITL
6/7/2023 15:00,1401.3103,CENTRL
6/7/2023 15:00,618.3801,DUNWOD
6/7/2023 15:00,860.7004,GENESE
6/7/2023 15:00,919.9921,HUD VL
6/7/2023 15:00,2349.8145,LONGIL
6/7/2023 15:00,734.5985,MHK VL
6/7/2023 15:00,271.7906,MILLWD
6/7/2023 15:00,5746.2718,N.Y.C.
6/7/2023 15:00,597.9354,NORTH
6/7/2023 15:00,1636.5067,WEST
6/7/2023 16:00,1315.0552,CAPITL
6/7/2023 16:00,1463.3626,CENTRL
6/7/2023 16:00,616.2898,DUNWOD
6/7/2023 16:00,892.2166,GENESE
6/7/2023 16:00,984.7069,HUD VL
6/7/2023 16:00,2332.7002,LONGIL
6/7/2023 16:00,771.2378,MHK VL
6/7/2023 16:00,277.1011,MILLWD
6/7/2023 16:00,5748.2453,N.Y.C.
6/7/2023 16:00,611.9803,NORTH
6/7/2023 16:00,1649.0291,WEST
6/7/2023 17:00,1359.5557,CAPITL
6/7/2023 17:00,1544.989,CENTRL
6/7/2023 17:00,625.7664,DUNWOD
6/7/2023 17:00,949.2588,GENESE
6/7/2023 17:00,1047.2741,HUD VL
6/7/2023 17:00,2324.8807,LONGIL
6/7/2023 17:00,798.3503,MHK VL
6/7/2023 17:00,291.5318,MILLWD
6/7/2023 17:00,5738.9374,N.Y.C.
6/7/2023 17:00,631.2378,NORTH
6/7/2023 17:00,1679.7814,WEST
6/7/2023 18:00,1380.7957,CAPITL
6/7/2023 18:00,1594.06,CENTRL
6/7/2023 18:00,628.7673,DUNWOD
6/7/2023 18:00,1006.8284,GENESE
6/7/2023 18:00,1069.9161,HUD VL
6/7/2023 18:00,2327.4914,LONGIL
6/7/2023 18:00,815.4235,MHK VL
6/7/2023 18:00,299.7903,MILLWD
6/7/2023 18:00,5574.6933,N.Y.C.
6/7/2023 18:00,634.9144,NORTH
6/7/2023 18:00,1689.9924,WEST
6/7/2023 19:00,1368.8775,CAPITL
6/7/2023 19:00,1635.886,CENTRL
6/7/2023 19:00,614.5651,DUNWOD
6/7/2023 19:00,1056.22,GENESE
6/7/2023 19:00,1082.394,HUD VL
6/7/2023 19:00,2311.5188,LONGIL
6/7/2023 19:00,822.6434,MHK VL
6/7/2023 19:00,294.784,MILLWD
6/7/2023 19:00,5428.1156,N.Y.C.
6/7/2023 19:00,638.2929,NORTH
6/7/2023 19:00,1682.2516,WEST
6/7/2023 20:00,1348.9735,CAPITL
6/7/2023 20:00,1641.841,CENTRL
6/7/2023 20:00,602.1247,DUNWOD
6/7/2023 20:00,1058.6496,GENESE
6/7/2023 20:00,1070.8184,HUD VL
6/7/2023 20:00,2296.8911,LONGIL
6/7/2023 20:00,813.4508,MHK VL
6/7/2023 20:00,289.6858,MILLWD
6/7/2023 20:00,5308.8938,N.Y.C.
6/7/2023 20:00,635.4413,NORTH
6/7/2023 20:00,1668.176,WEST
6/7/2023 21:00,1304.3768,CAPITL
6/7/2023 21:00,1595.424,CENTRL
6/7/2023 21:00,580.4206,DUNWOD
6/7/2023 21:00,1032.1352,GENESE
6/7/2023 21:00,1028.8029,HUD VL
6/7/2023 21:00,2194.9832,LONGIL
6/7/2023 21:00,783.9688,MHK VL
6/7/2023 21:00,280.4027,MILLWD
6/7/2023 21:00,5174.3243,N.Y.C.
6/7/2023 21:00,619.9784,NORTH
6/7/2023 21:00,1654.9123,WEST
6/7/2023 22:00,1213.0518,CAPITL
6/7/2023 22:00,1489.8784,CENTRL
6/7/2023 22:00,543.1449,DUNWOD
6/7/2023 22:00,963.0744,GENESE
6/7/2023 22:00,951.0914,HUD VL
6/7/2023 22:00,2011.2577,LONGIL
6/7/2023 22:00,729.6076,MHK VL
6/7/2023 22:00,258.9926,MILLWD
6/7/2023 22:00,5034.0218,N.Y.C.
6/7/2023 22:00,590.4848,NORTH
6/7/2023 22:00,1568.768,WEST
6/7/2023 23:00,1127.6123,CAPITL
6/7/2023 23:00,1407.1066,CENTRL
6/7/2023 23:00,498.0251,DUNWOD
6/7/2023 23:00,899.6897,GENESE
6/7/2023 23:00,876.3504,HUD VL
6/7/2023 23:00,1831.8601,LONGIL
6/7/2023 23:00,669.2713,MHK VL
6/7/2023 23:00,231.0802,MILLWD
6/7/2023 23:00,4640.6607,N.Y.C.
6/7/2023 23:00,584.4835,NORTH
6/7/2023 23:00,1478.1064,WEST
6/8/2023 0:00,1090.2009,CAPITL
6/8/2023 0:00,1360.1509,CENTRL
6/8/2023 0:00,464.9053,DUNWOD
6/8/2023 0:00,862.1155,GENESE
6/8/2023 0:00,823.152,HUD VL
6/8/2023 0:00,1709.1245,LONGIL
6/8/2023 0:00,637.8394,MHK VL
6/8/2023 0:00,212.1237,MILLWD
6/8/2023 0:00,4318.9155,N.Y.C.
6/8/2023 0:00,572.7419,NORTH
6/8/2023 0:00,1422.605,WEST
6/8/2023 1:00,1058.8788,CAPITL
6/8/2023 1:00,1328.2277,CENTRL
6/8/2023 1:00,444.7424,DUNWOD
6/8/2023 1:00,836.2785,GENESE
6/8/2023 1:00,790.4241,HUD VL
6/8/2023 1:00,1624.5189,LONGIL
6/8/2023 1:00,620.2694,MHK VL
6/8/2023 1:00,204.4976,MILLWD
6/8/2023 1:00,4105.5175,N.Y.C.
6/8/2023 1:00,583.1224,NORTH
6/8/2023 1:00,1391.3575,WEST
6/8/2023 2:00,1043.2342,CAPITL
6/8/2023 2:00,1297.35,CENTRL
6/8/2023 2:00,429.2353,DUNWOD
6/8/2023 2:00,819.9749,GENESE
6/8/2023 2:00,765.2379,HUD VL
6/8/2023 2:00,1578.8068,LONGIL
6/8/2023 2:00,610.3733,MHK VL
6/8/2023 2:00,198.2387,MILLWD
6/8/2023 2:00,4000.7816,N.Y.C.
6/8/2023 2:00,583.1077,NORTH
6/8/2023 2:00,1379.0085,WEST
6/8/2023 3:00,1041.0775,CAPITL
6/8/2023 3:00,1295.6414,CENTRL
6/8/2023 3:00,417.9565,DUNWOD
6/8/2023 3:00,815.1903,GENESE
6/8/2023 3:00,759.3079,HUD VL
6/8/2023 3:00,1557.479,LONGIL
6/8/2023 3:00,608.5159,MHK VL
6/8/2023 3:00,192.0186,MILLWD
6/8/2023 3:00,3927.0107,N.Y.C.
6/8/2023 3:00,580.7163,NORTH
6/8/2023 3:00,1367.5595,WEST
6/8/2023 4:00,1061.6603,CAPITL
6/8/2023 4:00,1319.2092,CENTRL
6/8/2023 4:00,420.4933,DUNWOD
6/8/2023 4:00,831.7425,GENESE
6/8/2023 4:00,758.2461,HUD VL
6/8/2023 4:00,1588.6619,LONGIL
6/8/2023 4:00,623.7841,MHK VL
6/8/2023 4:00,197.0197,MILLWD
6/8/2023 4:00,3932.2643,N.Y.C.
6/8/2023 4:00,582.5416,NORTH
6/8/2023 4:00,1373.9603,WEST
6/8/2023 5:00,1109.7877,CAPITL
6/8/2023 5:00,1402.943,CENTRL
6/8/2023 5:00,436.5497,DUNWOD
6/8/2023 5:00,870.2766,GENESE
6/8/2023 5:00,784.5474,HUD VL
6/8/2023 5:00,1653.2808,LONGIL
6/8/2023 5:00,665.3317,MHK VL
6/8/2023 5:00,207.9895,MILLWD
6/8/2023 5:00,4076.764,N.Y.C.
6/8/2023 5:00,574.36,NORTH
6/8/2023 5:00,1424.0433,WEST
6/8/2023 6:00,1208.5885,CAPITL
6/8/2023 6:00,1510.4832,CENTRL
6/8/2023 6:00,478.7041,DUNWOD
6/8/2023 6:00,935.3612,GENESE
6/8/2023 6:00,847.5185,HUD VL
6/8/2023 6:00,1763.4328,LONGIL
6/8/2023 6:00,732.2772,MHK VL
6/8/2023 6:00,226.324,MILLWD
6/8/2023 6:00,4436.2096,N.Y.C.
6/8/2023 6:00,600.1658,NORTH
6/8/2023 6:00,1501.3648,WEST
6/8/2023 7:00,1289.7415,CAPITL
6/8/2023 7:00,1590.9015,CENTRL
6/8/2023 7:00,520.7229,DUNWOD
6/8/2023 7:00,995.3103,GENESE
6/8/2023 7:00,899.76,HUD VL
6/8/2023 7:00,1863.2009,LONGIL
6/8/2023 7:00,761.7082,MHK VL
6/8/2023 7:00,242.828,MILLWD
6/8/2023 7:00,4869.4294,N.Y.C.
6/8/2023 7:00,606.6342,NORTH
6/8/2023 7:00,1597.5909,WEST
6/8/2023 8:00,1296.6334,CAPITL
6/8/2023 8:00,1601.0404,CENTRL
6/8/2023 8:00,543.9912,DUNWOD
6/8/2023 8:00,1014.7738,GENESE
6/8/2023 8:00,925.2282,HUD VL
6/8/2023 8:00,1907.06,LONGIL
6/8/2023 8:00,736.0336,MHK VL
6/8/2023 8:00,250.7869,MILLWD
6/8/2023 8:00,5201.8711,N.Y.C.
6/8/2023 8:00,611.9828,NORTH
6/8/2023 8:00,1655.6351,WEST
6/8/2023 9:00,1265.0138,CAPITL
6/8/2023 9:00,1603.1855,CENTRL
6/8/2023 9:00,552.3106,DUNWOD
6/8/2023 9:00,992.3574,GENESE
6/8/2023 9:00,893.2983,HUD VL
6/8/2023 9:00,1888.388,LONGIL
6/8/2023 9:00,721.6706,MHK VL
6/8/2023 9:00,255.852,MILLWD
6/8/2023 9:00,5426.6113,N.Y.C.
6/8/2023 9:00,622.8894,NORTH
6/8/2023 9:00,1664.4229,WEST
6/8/2023 10:00,1256.6897,CAPITL
6/8/2023 10:00,1595.6669,CENTRL
6/8/2023 10:00,559.5106,DUNWOD
6/8/2023 10:00,1000.8742,GENESE
6/8/2023 10:00,866.6984,HUD VL
6/8/2023 10:00,1861.633,LONGIL
6/8/2023 10:00,733.4198,MHK VL
6/8/2023 10:00,254.3209,MILLWD
6/8/2023 10:00,5536.6197,N.Y.C.
6/8/2023 10:00,620.4536,NORTH
6/8/2023 10:00,1677.6159,WEST
6/8/2023 11:00,1226.8464,CAPITL
6/8/2023 11:00,1596.7164,CENTRL
6/8/2023 11:00,582.7497,DUNWOD
6/8/2023 11:00,1029.6119,GENESE
6/8/2023 11:00,842.538,HUD VL
6/8/2023 11:00,1871.195,LONGIL
6/8/2023 11:00,724.7379,MHK VL
6/8/2023 11:00,246.8994,MILLWD
6/8/2023 11:00,5640.3673,N.Y.C.
6/8/2023 11:00,616.92,NORTH
6/8/2023 11:00,1711.5533,WEST
6/8/2023 12:00,1191.3765,CAPITL
6/8/2023 12:00,1587.8856,CENTRL
6/8/2023 12:00,597.4255,DUNWOD
6/8/2023 12:00,1014.641,GENESE
6/8/2023 12:00,859.3242,HUD VL
6/8/2023 12:00,1907.9681,LONGIL
6/8/2023 12:00,709.3595,MHK VL
6/8/2023 12:00,252.4766,MILLWD
6/8/2023 12:00,5740.2585,N.Y.C.
6/8/2023 12:00,596.4132,NORTH
6/8/2023 12:00,1706.6984,WEST
6/8/2023 13:00,1183.082,CAPITL
6/8/2023 13:00,1566.1297,CENTRL
6/8/2023 13:00,609.8113,DUNWOD
6/8/2023 13:00,997.7388,GENESE
6/8/2023 13:00,884.5082,HUD VL
6/8/2023 13:00,2014.9557,LONGIL
6/8/2023 13:00,691.1237,MHK VL
6/8/2023 13:00,267.9143,MILLWD
6/8/2023 13:00,5836.2426,N.Y.C.
6/8/2023 13:00,595.0931,NORTH
6/8/2023 13:00,1736.4508,WEST
6/8/2023 14:00,1209.4451,CAPITL
6/8/2023 14:00,1556.0687,CENTRL
6/8/2023 14:00,630.5025,DUNWOD
6/8/2023 14:00,984.7841,GENESE
6/8/2023 14:00,894.0878,HUD VL
6/8/2023 14:00,2167.159,LONGIL
6/8/2023 14:00,690.9475,MHK VL
6/8/2023 14:00,272.2497,MILLWD
6/8/2023 14:00,5915.9057,N.Y.C.
6/8/2023 14:00,587.4803,NORTH
6/8/2023 14:00,1733.368,WEST
6/8/2023 15:00,1189.5635,CAPITL
6/8/2023 15:00,1550.5985,CENTRL
6/8/2023 15:00,644.6807,DUNWOD
6/8/2023 15:00,991.1029,GENESE
6/8/2023 15:00,971.2539,HUD VL
6/8/2023 15:00,2278.1581,LONGIL
6/8/2023 15:00,678.4785,MHK VL
6/8/2023 15:00,272.6622,MILLWD
6/8/2023 15:00,5946.9935,N.Y.C.
6/8/2023 15:00,593.7805,NORTH
6/8/2023 15:00,1720.4004,WEST
6/8/2023 16:00,1218.0701,CAPITL
6/8/2023 16:00,1571.4616,CENTRL
6/8/2023 16:00,647.5901,DUNWOD
6/8/2023 16:00,983.9205,GENESE
6/8/2023 16:00,984.1139,HUD VL
6/8/2023 16:00,2423.8299,LONGIL
6/8/2023 16:00,711.9611,MHK VL
6/8/2023 16:00,289.53,MILLWD
6/8/2023 16:00,5963.6111,N.Y.C.
6/8/2023 16:00,608.2195,NORTH
6/8/2023 16:00,1709.5917,WEST
6/8/2023 17:00,1276.0128,CAPITL
6/8/2023 17:00,1598.7282,CENTRL
6/8/2023 17:00,641.5512,DUNWOD
6/8/2023 17:00,983.6805,GENESE
6/8/2023 17:00,1018.1167,HUD VL
6/8/2023 17:00,2467.4408,LONGIL
6/8/2023 17:00,737.8091,MHK VL
6/8/2023 17:00,297.9286,MILLWD
6/8/2023 17:00,5893.1573,N.Y.C.
6/8/2023 17:00,606.4598,NORTH
6/8/2023 17:00,1694.2906,WEST
6/8/2023 18:00,1318.5214,CAPITL
6/8/2023 18:00,1615.3164,CENTRL
6/8/2023 18:00,624.6484,DUNWOD
6/8/2023 18:00,1023.4733,GENESE
6/8/2023 18:00,1032.207,HUD VL
6/8/2023 18:00,2412.7235,LONGIL
6/8/2023 18:00,758.7214,MHK VL
6/8/2023 18:00,300.8048,MILLWD
6/8/2023 18:00,5681.2301,N.Y.C.
6/8/2023 18:00,611.5838,NORTH
6/8/2023 18:00,1673.1186,WEST
6/8/2023 19:00,1346.8831,CAPITL
6/8/2023 19:00,1638.2664,CENTRL
6/8/2023 19:00,609.1856,DUNWOD
6/8/2023 19:00,1040.3509,GENESE
6/8/2023 19:00,1047.0459,HUD VL
6/8/2023 19:00,2375.4901,LONGIL
6/8/2023 19:00,796.315,MHK VL
6/8/2023 19:00,297.8506,MILLWD
6/8/2023 19:00,5530.1303,N.Y.C.
6/8/2023 19:00,612.0485,NORTH
6/8/2023 19:00,1673.2838,WEST
6/8/2023 20:00,1353.3061,CAPITL
6/8/2023 20:00,1645.8472,CENTRL
6/8/2023 20:00,599.3314,DUNWOD
6/8/2023 20:00,1043.7967,GENESE
6/8/2023 20:00,1050.9869,HUD VL
6/8/2023 20:00,2369.0461,LONGIL
6/8/2023 20:00,811.9905,MHK VL
6/8/2023 20:00,292.2507,MILLWD
6/8/2023 20:00,5427.3844,N.Y.C.
6/8/2023 20:00,610.8814,NORTH
6/8/2023 20:00,1663.4924,WEST
6/8/2023 21:00,1314.0699,CAPITL
6/8/2023 21:00,1608.6859,CENTRL
6/8/2023 21:00,583.5132,DUNWOD
6/8/2023 21:00,1031.9941,GENESE
6/8/2023 21:00,1022.4887,HUD VL
6/8/2023 21:00,2280.2251,LONGIL
6/8/2023 21:00,795.2829,MHK VL
6/8/2023 21:00,283.5467,MILLWD
6/8/2023 21:00,5280.3682,N.Y.C.
6/8/2023 21:00,622.0847,NORTH
6/8/2023 21:00,1642.8295,WEST
6/8/2023 22:00,1222.8877,CAPITL
6/8/2023 22:00,1504.4997,CENTRL
6/8/2023 22:00,550.2939,DUNWOD
6/8/2023 22:00,967.061,GENESE
6/8/2023 22:00,950.9915,HUD VL
6/8/2023 22:00,2092.9313,LONGIL
6/8/2023 22:00,733.2897,MHK VL
6/8/2023 22:00,260.161,MILLWD
6/8/2023 22:00,5023.3474,N.Y.C.
6/8/2023 22:00,598.9903,NORTH
6/8/2023 22:00,1565.423,WEST
6/8/2023 23:00,1133.2385,CAPITL
6/8/2023 23:00,1412.1864,CENTRL
6/8/2023 23:00,506.9471,DUNWOD
6/8/2023 23:00,905.8924,GENESE
6/8/2023 23:00,880.3061,HUD VL
6/8/2023 23:00,1903.7177,LONGIL
6/8/2023 23:00,679.0583,MHK VL
6/8/2023 23:00,230.741,MILLWD
6/8/2023 23:00,4696.922,N.Y.C.
6/8/2023 23:00,593.0061,NORTH
6/8/2023 23:00,1478.8086,WEST
6/9/2023 0:00,1065.2094,CAPITL
6/9/2023 0:00,1351.7256,CENTRL
6/9/2023 0:00,475.0455,DUNWOD
6/9/2023 0:00,866.6022,GENESE
6/9/2023 0:00,816.0591,HUD VL
6/9/2023 0:00,1763.9162,LONGIL
6/9/2023 0:00,650.2782,MHK VL
6/9/2023 0:00,219.0767,MILLWD
6/9/2023 0:00,4415.5664,N.Y.C.
6/9/2023 0:00,592.8125,NORTH
6/9/2023 0:00,1427.3048,WEST
6/9/2023 1:00,1050.2919,CAPITL
6/9/2023 1:00,1320.8812,CENTRL
6/9/2023 1:00,458.516,DUNWOD
6/9/2023 1:00,837.6784,GENESE
6/9/2023 1:00,778.4349,HUD VL
6/9/2023 1:00,1673.7815,LONGIL
6/9/2023 1:00,626.8935,MHK VL
6/9/2023 1:00,211.67,MILLWD
6/9/2023 1:00,4201.5522,N.Y.C.
6/9/2023 1:00,589.6543,NORTH
6/9/2023 1:00,1391.79,WEST
6/9/2023 2:00,1041.3715,CAPITL
6/9/2023 2:00,1299.962,CENTRL
6/9/2023 2:00,441.2296,DUNWOD
6/9/2023 2:00,818.6654,GENESE
6/9/2023 2:00,758.464,HUD VL
6/9/2023 2:00,1623.9502,LONGIL
6/9/2023 2:00,618.2254,MHK VL
6/9/2023 2:00,205.6058,MILLWD
6/9/2023 2:00,4058.8941,N.Y.C.
6/9/2023 2:00,586.6398,NORTH
6/9/2023 2:00,1372.8032,WEST
6/9/2023 3:00,1035.4729,CAPITL
6/9/2023 3:00,1289.3814,CENTRL
6/9/2023 3:00,435.5396,DUNWOD
6/9/2023 3:00,812.2045,GENESE
6/9/2023 3:00,749.6207,HUD VL
6/9/2023 3:00,1600.7521,LONGIL
6/9/2023 3:00,615.8594,MHK VL
6/9/2023 3:00,203.5517,MILLWD
6/9/2023 3:00,3970.303,N.Y.C.
6/9/2023 3:00,584.6938,NORTH
6/9/2023 3:00,1360.2652,WEST
6/9/2023 4:00,1052.5421,CAPITL
6/9/2023 4:00,1307.3035,CENTRL
6/9/2023 4:00,437.7989,DUNWOD
6/9/2023 4:00,823.1164,GENESE
6/9/2023 4:00,756.4277,HUD VL
6/9/2023 4:00,1620.6678,LONGIL
6/9/2023 4:00,626.6323,MHK VL
6/9/2023 4:00,205.2424,MILLWD
6/9/2023 4:00,3966.3218,N.Y.C.
6/9/2023 4:00,576.6149,NORTH
6/9/2023 4:00,1372.3229,WEST
6/9/2023 5:00,1100.454,CAPITL
6/9/2023 5:00,1373.1173,CENTRL
6/9/2023 5:00,451.1876,DUNWOD
6/9/2023 5:00,858.5056,GENESE
6/9/2023 5:00,783.5613,HUD VL
6/9/2023 5:00,1690.5912,LONGIL
6/9/2023 5:00,666.8126,MHK VL
6/9/2023 5:00,215.3579,MILLWD
6/9/2023 5:00,4099.4403,N.Y.C.
6/9/2023 5:00,580.2931,NORTH
6/9/2023 5:00,1415.7978,WEST
6/9/2023 6:00,1164.9801,CAPITL
6/9/2023 6:00,1480.9559,CENTRL
6/9/2023 6:00,493.35,DUNWOD
6/9/2023 6:00,908.3528,GENESE
6/9/2023 6:00,839.079,HUD VL
6/9/2023 6:00,1803.1511,LONGIL
6/9/2023 6:00,728.2025,MHK VL
6/9/2023 6:00,236.4123,MILLWD
6/9/2023 6:00,4456.7247,N.Y.C.
6/9/2023 6:00,605.2071,NORTH
6/9/2023 6:00,1492.7142,WEST
6/9/2023 7:00,1215.1053,CAPITL
6/9/2023 7:00,1551.8237,CENTRL
6/9/2023 7:00,534.8904,DUNWOD
6/9/2023 7:00,953.4457,GENESE
6/9/2023 7:00,868.9506,HUD VL
6/9/2023 7:00,1898.7748,LONGIL
6/9/2023 7:00,748.8183,MHK VL
6/9/2023 7:00,250.5232,MILLWD
6/9/2023 7:00,4883.5343,N.Y.C.
6/9/2023 7:00,631.7212,NORTH
6/9/2023 7:00,1582.6192,WEST
6/9/2023 8:00,1206.0785,CAPITL
6/9/2023 8:00,1550.6848,CENTRL
6/9/2023 8:00,571.2147,DUNWOD
